,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,sqft_living15,sqft_lot15,price,sale_year,zipcode_1,zipcode_2,zipcode_3,zipcode_4,sale_month_01,sale_month_02,sale_month_03,sale_month_04,sale_month_05,sale_month_06,sale_month_07,sale_month_08,sale_month_09,sale_month_10,sale_month_11,sale_month_12
6426,3,2.5,1610.0,7223.0,2.0,0,0,3,2.0,1610.0,0.0,0,1610.0,7162.0,245000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6427,3,2.5,3410.0,41022.0,2.0,0,0,3,4.0,1788.3689340415656,0.0,0,2150.0,21429.0,725000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6428,4,2.5,1920.0,4922.0,2.0,0,0,3,3.0,2810.0,0.0,0,2920.0,4922.0,702000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6430,3,1.5,1790.0,4800.0,1.5,0,0,3,3.0,1790.0,0.0,0,1985.9880060783676,3600.0,940000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6431,3,1.0,1150.0,11396.0,1.5,0,0,4,2.0,1150.0,0.0,0,1600.0,8146.0,354500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6432,4,2.75,2420.0,8700.0,1.5,0,0,4,2.0,2420.0,0.0,0,1070.0,4804.0,279950,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6433,3,2.25,1580.0,7034.0,1.0,0,0,4,2.0,1180.0,400.0,0,1470.0,7358.0,284000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6434,5,2.0,1760.0,7620.0,1.0,0,1,3,2.5,1560.0,200.0,0,2150.0,12676.0,480000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6435,5,2.0,1760.0,21562.0,1.0,0,0,3,3.0,1560.0,200.0,0,1985.9880060783676,12676.0,647500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6436,3,2.5,2750.0,35000.0,2.0,0,0,3,3.0,2750.0,0.0,0,1985.9880060783676,35862.0,625000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6437,3,1.0,920.0,4875.0,1.0,0,0,4,2.0,920.0,0.0,0,1160.0,4875.0,152000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6439,3,1.75,1920.0,4000.0,1.0,0,0,4,2.0,870.0,250.0,0,1470.0,4000.0,445000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6440,3,1.0,1560.0,3960.0,1.5,0,0,4,2.0,1560.0,0.0,0,1280.0,3960.0,595000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6441,3,1.0,1380.0,7334.0,1.0,0,0,3,2.0,980.0,400.0,0,1910.0,7859.0,165000,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6442,4,2.5,1940.0,6206.0,2.0,0,0,3,2.0,1788.3689340415656,0.0,0,2060.0,7092.0,278500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6443,3,1.75,1810.0,10625.0,1.0,0,0,3,3.0,1370.0,440.0,0,2140.0,10922.0,517500,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6444,2,2.25,1100.0,4200.0,1.0,0,0,3,2.0,1100.0,0.0,0,1240.0,4000.0,343566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6445,4,2.25,1980.0,9714.0,1.5,0,0,3,2.0,1170.0,810.0,0,1610.0,9272.0,286285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6447,3,1.75,1680.0,4800.0,1.0,0,0,4,2.5,1400.0,280.0,0,1540.0,5000.0,550000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6448,4,2.5,2060.0,16000.0,2.0,0,0,3,1.0,2060.0,0.0,0,1530.0,8000.0,286000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6449,3,3.25,2620.0,7215.0,1.0,0,0,4,3.0,1770.0,850.0,0,2180.0,8931.0,900000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6450,3,2.25,1610.0,7620.0,2.0,0,0,3,2.0,1610.0,0.0,0,1985.9880060783676,5210.0,449950,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6452,3,2.25,1900.0,8125.0,1.0,0,0,3,2.0,1540.0,360.0,0,1480.0,8284.0,340000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6453,4,2.5,3440.0,56192.0,2.0,0,0,3,3.0,3440.0,0.0,0,3150.0,44431.0,785000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6456,3,2.0,2250.0,2975.0,2.0,0,0,4,3.0,1788.3689340415656,370.0,0,2690.0,4800.0,950000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6457,4,1.75,2000.0,3988.0,1.0,0,4,4,2.0,1000.0,1000.0,0,1690.0,4144.0,810000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6459,3,1.75,1680.0,7389.0,1.0,0,0,3,3.0,1150.0,530.0,0,2100.0,10348.0,377000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6460,3,2.0,1530.0,6773.0,1.0,0,0,4,3.0,1530.0,0.0,0,2240.0,7201.0,595000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6461,2,1.0,1920.0,4800.0,1.0,0,0,3,1.0,970.0,0.0,1,1180.0,5900.0,313300,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6462,5,1.75,1550.0,5225.0,1.5,0,0,4,2.0,1550.0,0.0,0,1220.0,5225.0,360000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6463,3,1.75,1660.0,7350.0,1.0,0,0,2,3.0,1788.3689340415656,0.0,0,1840.0,7673.0,188000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6464,3,2.5,3680.0,203860.0,1.5,0,0,3,3.0,3680.0,0.0,0,2410.0,144183.0,755000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6465,5,3.5,3210.0,7620.0,2.0,0,2,3,3.0,2290.0,920.0,1,1940.0,5000.0,1289000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6466,3,1.0,1480.0,13280.0,2.5,0,0,3,1.0,1480.0,0.0,0,1510.0,8723.0,455000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6467,5,3.5,3600.0,9312.0,2.0,0,3,3,3.0,2680.0,920.0,0,3420.0,9860.0,817500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6468,3,2.25,1700.0,1481.0,3.0,0,0,3,3.0,1700.0,0.0,0,1560.0,1350.0,550000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6469,3,2.25,1680.0,8725.0,1.0,0,0,3,3.0,1240.0,440.0,0,2020.0,8352.0,260000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6470,3,2.0,1550.0,34175.0,1.5,0,0,3,2.0,1550.0,0.0,0,2300.0,35174.0,320000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6471,3,3.25,3780.0,10623.0,1.0,0,1,3,4.0,2650.0,1130.0,0,3850.0,11170.0,1153000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6472,4,2.5,1920.0,7370.0,1.0,0,0,3,2.0,1460.0,900.0,0,1590.0,9906.0,362000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6473,3,2.5,1810.0,1750.0,2.0,0,0,3,2.0,1350.0,460.0,0,1985.9880060783676,1563.0,503500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6474,3,2.5,2290.0,3475.0,2.0,0,0,3,3.0,2290.0,0.0,0,2340.0,3626.0,653000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6475,4,2.75,3370.0,12447.0,2.0,0,0,3,3.0,3370.0,0.0,0,3700.0,13129.0,760000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6476,4,1.75,2090.0,5050.0,1.0,0,0,4,2.0,1090.0,1000.0,0,1760.0,5000.0,775000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6477,4,3.75,2130.0,34689.0,1.5,1,4,3,3.0,2130.0,0.0,0,3030.0,28598.0,1339000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6478,5,1.75,2060.0,10911.0,1.5,0,0,4,2.0,1360.0,700.0,0,2060.0,9688.0,417500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6480,2,1.0,730.0,2400.0,1.0,0,1,3,1.0,730.0,0.0,0,1220.0,4382.0,217000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6481,3,2.75,2910.0,6308.0,1.0,0,0,3,3.0,1640.0,1270.0,0,1970.0,7127.0,525000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6482,4,2.25,2490.0,8700.0,1.0,0,0,3,2.0,1890.0,600.0,0,1470.0,7975.0,442500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6483,4,1.75,1710.0,10440.0,1.0,0,0,4,2.0,1710.0,0.0,0,1480.0,10440.0,525000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6484,4,1.75,1520.0,10630.0,1.0,0,0,4,2.0,1520.0,0.0,0,1550.0,8039.0,425500,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6485,3,2.75,2930.0,218235.0,1.5,0,2,3,3.0,2930.0,0.0,0,2450.0,218235.0,710000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6487,5,2.75,2910.0,16410.0,1.5,0,0,4,2.5,1788.3689340415656,0.0,0,1985.9880060783676,18000.0,410000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6488,3,2.25,1700.0,8100.0,1.0,0,0,3,2.0,1200.0,500.0,0,1700.0,8100.0,245000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6489,2,1.0,810.0,6697.0,1.0,0,0,4,1.0,810.0,0.0,0,1140.0,6695.0,194900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6490,4,2.5,2000.0,5390.0,2.0,0,0,3,2.0,2000.0,0.0,0,2330.0,5390.0,284000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6491,2,1.75,1894.0,52769.0,1.5,0,0,4,1.0,1520.0,374.0,0,1820.0,50529.0,280000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6492,3,2.25,2080.0,87991.0,1.0,0,0,3,1.0,1040.0,1040.0,0,2080.0,84300.0,280000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6493,4,2.0,1730.0,5500.0,1.0,0,0,5,2.0,1010.0,720.0,0,1080.0,4900.0,360000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6494,2,2.25,720.0,4323.0,1.0,0,0,3,2.5,720.0,0.0,0,1460.0,3300.0,405000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6495,4,2.5,3560.0,13981.0,1.5,0,0,3,2.5,3560.0,0.0,0,3840.0,13624.0,865000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6497,4,2.5,2130.0,9268.0,2.0,0,0,4,3.0,2130.0,0.0,0,2100.0,8400.0,355000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6498,3,2.25,1570.0,8767.0,1.0,0,0,3,2.0,1180.0,390.0,0,1570.0,7434.0,274950,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6500,3,3.25,3450.0,15586.0,2.0,0,0,3,4.0,2690.0,760.0,0,3560.0,15046.0,755000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6501,4,5.75,7220.0,223462.0,2.0,0,4,3,4.0,6220.0,1000.0,0,2680.0,12729.291474216161,1940000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6502,3,1.75,1150.0,9600.0,1.0,0,0,3,2.0,1150.0,0.0,0,1520.0,9976.0,309212,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6503,3,2.25,1500.0,7615.0,1.0,0,0,3,2.0,1788.3689340415656,350.0,0,1540.0,8649.0,219950,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6504,3,2.5,1300.0,5150.0,1.5,0,0,4,2.0,1300.0,0.0,0,1400.0,4017.0,690000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6505,3,1.75,1290.0,4000.0,1.0,0,0,3,1.0,1170.0,120.0,0,1140.0,12729.291474216161,250800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6506,3,2.0,2510.0,35255.0,1.0,0,2,3,3.0,2510.0,0.0,0,1985.9880060783676,12729.291474216161,557500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6507,4,1.75,2320.0,3825.0,1.5,0,0,5,3.0,1820.0,500.0,0,1940.0,3825.0,941000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6508,6,4.75,5480.0,19401.0,1.5,1,4,5,4.0,3910.0,1570.0,0,1985.9880060783676,15810.0,3650000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6509,4,2.75,2030.0,8600.0,1.0,0,0,3,2.0,1230.0,800.0,0,1810.0,8600.0,305000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6510,4,1.5,2060.0,16110.0,1.0,0,0,4,3.0,2060.0,0.0,0,2060.0,16110.0,815000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6511,3,2.5,2920.0,34527.0,1.0,0,4,4,3.0,1800.0,1120.0,1,2480.0,7933.0,1015000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6512,4,3.0,3330.0,6990.0,1.5,0,3,5,2.5,2330.0,1000.0,0,2620.0,5310.0,1240000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6513,3,2.5,2110.0,7620.0,2.0,0,0,3,3.0,2110.0,0.0,0,1985.9880060783676,7499.0,535000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6514,3,1.0,1175.0,10454.0,1.0,0,0,4,1.0,1175.0,0.0,0,2010.0,10800.0,775000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6515,3,2.0,1590.0,8670.0,1.0,0,0,3,2.0,1590.0,0.0,0,1590.0,9253.0,255000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6516,2,1.0,1070.0,9750.0,1.0,0,0,3,2.0,1070.0,0.0,0,1500.0,8775.0,327000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6517,4,2.0,2720.0,8819.0,2.0,0,3,3,3.0,2240.0,480.0,0,2960.0,12729.291474216161,560000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6518,4,3.5,2980.0,6349.0,2.0,0,0,3,3.0,2980.0,0.0,0,2870.0,6349.0,1339000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6519,3,1.75,1160.0,5200.0,1.0,0,0,4,2.0,1160.0,0.0,0,1470.0,5200.0,199500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6520,4,2.5,3580.0,97574.0,2.0,0,0,3,3.0,3580.0,0.0,0,2510.0,27068.0,760000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6521,3,2.25,3020.0,6000.0,3.0,0,2,3,3.0,1980.0,1040.0,0,1150.0,6000.0,439000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6522,4,2.25,2380.0,5250.0,1.0,0,0,4,2.0,1410.0,970.0,0,2150.0,8560.0,527000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6523,3,2.75,2270.0,13590.0,1.5,0,0,4,1.0,1300.0,970.0,0,1160.0,13545.0,199950,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6524,3,2.25,1660.0,8188.0,2.0,0,0,4,2.0,1660.0,0.0,0,1660.0,7000.0,254000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6525,2,1.0,830.0,5000.0,1.0,0,0,4,2.0,830.0,0.0,0,1110.0,5000.0,393000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6526,5,2.25,2480.0,12614.0,1.0,0,0,4,3.0,1788.3689340415656,620.0,0,2470.0,12392.0,585000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6527,2,2.0,1900.0,7740.0,1.0,0,0,4,2.0,1150.0,750.0,0,1140.0,7740.0,450000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6528,2,1.75,1670.0,4008.0,1.0,0,0,3,3.0,1670.0,0.0,0,2330.0,3752.0,565000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6529,5,2.25,2000.0,7900.0,1.0,0,0,4,2.0,1300.0,700.0,0,2000.0,9132.0,330000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6532,3,2.5,2110.0,208737.0,2.0,0,3,3,3.0,2110.0,0.0,0,2390.0,125017.0,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6534,3,2.0,1400.0,7384.0,1.0,0,0,3,2.0,1150.0,250.0,0,1820.0,7992.0,295000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6535,3,2.75,2850.0,14800.0,1.0,0,0,3,3.0,1920.0,930.0,0,3300.0,12729.291474216161,775000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6536,3,1.0,1920.0,11050.0,1.0,0,0,3,2.0,1370.0,0.0,0,1520.0,10000.0,280000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6537,3,2.5,2170.0,3200.0,1.5,0,0,5,2.0,1280.0,890.0,0,1180.0,12729.291474216161,539000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6538,3,1.75,2570.0,14033.0,1.0,0,2,4,3.0,2570.0,0.0,0,2550.0,16100.0,567500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6539,4,2.25,1970.0,7902.0,1.0,0,0,3,3.0,1310.0,660.0,0,1860.0,8021.0,442500,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6540,5,3.75,2980.0,4635.0,1.5,0,0,3,3.0,2980.0,0.0,0,1100.0,12729.291474216161,598200,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6541,4,2.5,2300.0,10843.0,2.0,0,0,5,3.0,2300.0,0.0,0,1780.0,10843.0,610000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6542,3,2.5,1990.0,4936.0,2.0,0,0,3,3.0,1990.0,0.0,0,2250.0,4815.0,544900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6543,4,2.5,2390.0,38258.0,2.0,0,0,3,3.0,2390.0,0.0,0,1960.0,17113.0,557500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6544,3,2.5,2160.0,7500.0,1.0,0,1,3,2.0,1430.0,730.0,0,1560.0,7500.0,532500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6545,4,3.25,3300.0,15907.0,2.0,0,0,5,3.0,3300.0,0.0,0,2740.0,11358.0,1350000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6546,3,2.0,1840.0,2825.0,1.0,0,0,3,2.0,1040.0,800.0,0,1820.0,3750.0,750000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6547,3,2.5,2030.0,10958.0,2.0,0,0,3,3.0,2030.0,0.0,0,1960.0,10282.0,530000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6548,3,2.5,1400.0,2036.0,2.0,0,0,3,2.0,1400.0,0.0,0,1500.0,2036.0,346100,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6549,4,2.25,2320.0,16800.0,2.0,0,0,4,3.0,2320.0,0.0,0,2700.0,15680.0,260000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6550,3,1.75,1920.0,9150.0,1.0,0,0,5,2.0,1410.0,0.0,0,1800.0,9940.0,365000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6551,3,2.0,1860.0,42800.0,1.0,0,0,4,2.0,1788.3689340415656,930.0,0,1980.0,11250.0,615000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6552,4,2.5,1820.0,6916.0,2.0,0,0,3,2.0,1820.0,0.0,0,1680.0,6995.0,318400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6553,4,2.5,1910.0,7172.0,2.0,0,0,3,3.0,1910.0,0.0,0,1985.9880060783676,10127.0,498500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6554,3,1.75,1540.0,7490.0,1.0,0,0,5,2.0,1540.0,0.0,0,1270.0,7350.0,450000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6555,3,2.0,1430.0,7905.0,1.5,0,0,4,2.0,1788.3689340415656,0.0,0,1870.0,8400.0,200000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6556,3,1.0,1010.0,8906.0,1.0,0,0,5,2.0,1010.0,0.0,0,1150.0,10414.0,234000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6557,2,1.0,940.0,8384.0,1.0,0,0,3,1.0,940.0,0.0,0,1290.0,8384.0,121800,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6558,3,2.75,1920.0,5875.0,1.5,0,2,5,3.0,1600.0,1000.0,0,2260.0,5492.0,805000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6559,4,2.25,2060.0,7283.0,1.0,0,0,3,3.0,1788.3689340415656,840.0,1,1500.0,8134.0,410000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6560,3,2.5,1920.0,4534.0,2.0,0,0,3,3.0,1920.0,0.0,0,1380.0,5100.0,475000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6561,4,2.5,2900.0,21074.0,2.0,0,0,3,4.0,1788.3689340415656,0.0,0,3390.0,20000.0,1337500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6562,1,1.0,1020.0,7920.0,1.0,0,0,3,2.0,1020.0,0.0,1,1000.0,7168.0,269000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6563,4,2.25,2150.0,9520.0,2.0,0,0,4,3.0,2150.0,0.0,0,2000.0,9520.0,573000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6564,3,2.5,1660.0,2890.0,2.0,0,0,3,2.0,1660.0,0.0,0,1540.0,2890.0,330000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6565,4,1.0,1230.0,7410.0,1.5,0,0,3,2.5,1230.0,0.0,0,1020.0,7648.0,252750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6566,2,2.5,2170.0,7546.0,1.0,0,0,3,3.0,2170.0,0.0,0,2170.0,7083.0,745000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6567,3,2.0,1280.0,7633.0,1.0,0,0,3,2.0,1280.0,0.0,0,1450.0,6783.0,280000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6568,4,2.5,2240.0,6920.0,1.0,0,0,5,3.0,1380.0,860.0,0,1540.0,7000.0,535000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6569,4,1.5,1780.0,5100.0,1.0,0,0,3,2.0,1320.0,460.0,0,1880.0,5100.0,580000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6570,3,1.75,1920.0,7200.0,1.0,0,0,4,2.0,1220.0,620.0,0,1770.0,8075.0,301000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6572,3,3.0,3040.0,6604.0,2.0,0,0,3,3.0,3040.0,0.0,0,1650.0,6825.0,538900,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6575,3,2.25,1470.0,1578.0,1.5,0,0,3,3.0,1090.0,380.0,0,1470.0,12729.291474216161,432000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6576,2,1.5,1300.0,7620.0,1.0,0,0,3,1.0,1788.3689340415656,480.0,0,1250.0,6120.0,300000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6577,3,3.0,1920.0,7826.0,1.5,0,0,4,3.0,2430.0,990.0,0,980.0,6300.0,908800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6578,3,1.5,1190.0,4750.0,1.0,0,0,3,2.0,970.0,220.0,0,1460.0,4750.0,500000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6579,5,2.0,1920.0,16117.0,1.0,0,0,5,2.0,1740.0,340.0,0,1510.0,13068.0,254000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6581,3,2.0,1460.0,7860.0,1.0,0,0,5,2.0,1460.0,0.0,0,1850.0,8148.0,480000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6582,3,2.25,1530.0,8503.0,1.0,0,0,4,2.0,1150.0,0.0,0,1610.0,8549.0,536000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6583,4,3.5,4740.0,8611.0,2.0,0,3,3,4.0,3640.0,1100.0,0,4042.0,8321.0,1349000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6585,3,1.75,1710.0,6400.0,1.0,0,0,4,2.0,1240.0,470.0,0,1600.0,6400.0,260000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6586,2,2.25,1160.0,982.0,2.0,0,0,3,2.0,890.0,270.0,0,1160.0,1008.0,284900,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6587,3,2.5,2200.0,3000.0,2.0,0,0,3,3.0,1530.0,670.0,0,2200.0,3300.0,740000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6588,2,1.0,1170.0,5000.0,1.0,0,0,4,2.0,1030.0,140.0,0,1170.0,5850.0,425000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6589,3,1.0,1120.0,7500.0,1.0,0,0,3,2.0,1120.0,0.0,0,1120.0,5000.0,230000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6590,3,1.5,1710.0,4000.0,2.0,0,0,3,3.0,1710.0,0.0,0,1910.0,4000.0,675000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6591,3,1.75,1650.0,7807.0,1.0,0,0,3,2.0,1788.3689340415656,0.0,0,1810.0,8475.0,267500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6592,4,2.5,2840.0,8820.0,1.0,0,2,5,2.5,1420.0,1420.0,0,2310.0,8750.0,814000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6593,3,3.0,3310.0,217800.0,1.5,0,0,3,3.0,3310.0,0.0,0,2810.0,217800.0,1250000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6595,3,2.5,2250.0,9608.0,2.0,0,0,3,3.0,2250.0,0.0,0,1985.9880060783676,9834.0,445000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
